Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer
Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International,0,2,0,1,3,73,16,8.4,12,Compile Heart
The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0,2,0,0,3,88,31,8.4,124,Croteam
Hajime no Ippo: The Fighting,GBA,2002,Fighting,ESP,0,0,3,0,3,,,,,
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,2010,Adventure,Idea Factory,0,0,3,0,3,,,,,
Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,Idea Factory,3,0,0,0,3,47,27,8.2,12,"Neverland, Idea Factory"
Syberia II,XB,2004,Adventure,Ubisoft,2,1,0,0,3,71,7,8.7,6,Microids
Motor Trend presents Lotus Challenge,XB,2003,Racing,Xicat Interactive,2,1,0,0,3,61,9,tbd,,Kuju Entertainment
Braid,PC,2009,Platform,Number None,0,2,0,0,3,90,11,8.6,819,"Number None Inc., Knockout Games"
Gudetama: Hanjuku de Tanomuwa,3DS,2015,Action,Rocket Company,0,0,3,0,3,,,,,
LEGO Legends of Chima: Laval's Journey,DS,2013,Adventure,Unknown,0,3,0,0,3,,,tbd,,TT Games
Bleach DS 4th: Flame Bringer,DS,2009,Action,Sega,0,0,3,0,3,,,,,
Syberia,PC,2002,Action,Microids,0,2,0,0,3,82,26,8.5,235,Microids
Pacific Liberator,Wii,2009,Action,Zoo Games,3,0,0,0,3,,,tbd,,Team6 Game Studios
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,2009,Adventure,Level 5,0,0,3,0,3,,,,,
The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010,Fighting,SNK Playmore,0,0,3,0,3,,,,,
Puzzle Challenge: Crosswords and More!,Wii,2009,Puzzle,Crave Entertainment,3,0,0,0,3,,,,,
Turn It Around,DS,2006,Action,505 Games,3,0,0,0,3,39,11,4.5,4,"Taito Corporation, 505 Games"
Nisenochigiri: Omoide no Saki e,PSP,2011,Adventure,Idea Factory,0,0,3,0,3,,,,,
Jack Keane,PC,2008,Adventure,Kalypso Media,0,2,0,0,3,69,25,7,21,Legacy Interactive
Girls Only,DS,2010,Simulation,Foreign Media Games,3,0,0,0,3,,,,,
Monsters vs. Aliens,PC,2009,Action,Activision,1,1,0,0,3,63,8,6.2,5,Beenox
In Cold Blood,PS,2000,Adventure,Sony Computer Entertainment,2,1,0,0,3,,,,,
Fireblade,GC,2002,Action,Midway Games,2,1,0,0,3,,,tbd,,Kuju Entertainment
Kamigami no Asobi,PSP,2013,Adventure,Broccoli,0,0,3,0,3,,,,,
Harukanaru Toki no Naka de 6,PSV,2015,Action,Tecmo Koei,0,0,3,0,3,,,,,
Kong: King of Atlantis,GBA,2005,Action,THQ,2,1,0,0,3,,,tbd,,SkyRiver Studios
Kidou Senshi V Gundam,SNES,1994,Action,Namco Bandai Games,0,0,3,0,3,,,,,
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005,Action,Konami Digital Entertainment,0,0,3,0,3,,,,,
Wrestle Angels: Survivor 2,PS2,2008,Fighting,Tryfirst,0,0,3,0,3,,,,,
Onechanbara Z Kagura,X360,2012,Action,D3Publisher,0,0,3,0,3,,,,,
Ride,PC,2015,Racing,Milestone S.r.l.,0,3,0,0,3,68,8,4.8,30,Milestone S.r.l
The King of Fighters 02/03,XB,2005,Fighting,SNK Playmore,2,1,0,0,3,76,23,tbd,,SNK
ESPN Winter X Games: Snowboarding 2002,XB,2002,Sports,Konami Digital Entertainment,2,1,0,0,3,71,8,tbd,,Konami
Mega Minis Volume 2,PSP,2011,Misc,Sony Computer Entertainment,0,2,0,1,3,,,,,
Safari Adventures: Africa,DS,2008,Adventure,Neko Entertainment,3,0,0,0,3,,,tbd,,Conspiracy Entertainment
Tsuku Monogatari,PSP,2011,Adventure,FuRyu,0,0,3,0,3,,,,,
Vitamin Z,PS2,2009,Adventure,D3Publisher,0,0,3,0,3,,,,,
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,2011,Adventure,Alchemist,0,0,3,0,3,,,,,
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010,Adventure,Yeti,0,0,3,0,3,,,,,
Battle vs. Chess,PC,N/A,Misc,TopWare Interactive,0,2,0,0,3,69,5,5.9,12,Targem Games
Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012,Role-Playing,Ackkstudios,0,0,3,0,3,,,,,
The Island of Dr. Frankenstein,Wii,2009,Adventure,Storm City Games,3,0,0,0,3,26,6,tbd,,Storm City Games
Tom and Jerry in War of the Whiskers,XB,N/A,Fighting,Unknown,2,1,0,0,3,,,,,
Nobunaga no Yabou DS 2,DS,2008,Strategy,Tecmo Koei,0,0,3,0,3,,,,,
The IdolM@ster: Gravure For You! Vol. 6,PS3,2012,Action,Namco Bandai Games,0,0,3,0,3,,,,,
Metal Saga: Hagane no Kisetsu,DS,2006,Role-Playing,Success,0,0,3,0,3,,,,,
Animaniacs: The Great Edgar Hunt,GC,2005,Platform,Ignition Entertainment,2,1,0,0,3,65,14,tbd,,Warthog
SingStar Fussballhits,PS3,2010,Misc,Sony Computer Entertainment,0,2,0,1,3,,,,,
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,PSV,2016,Adventure,5pb,0,0,3,0,3,,,,,
Dream Club Zero Portable,PSV,2011,Simulation,D3Publisher,0,0,3,0,3,,,,,
LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,2,1,0,0,3,79,15,7.9,55,Traveller's Tales
Samurai Warriors 2,PS3,2013,Action,Tecmo Koei,0,0,3,0,3,,,,,
Bus Simulator 16,PC,2016,Simulation,Astragon,0,3,0,0,3,46,8,6.1,18,Still Alive Studios
Mystery Trackers: The Void,PC,2011,Puzzle,Focus Home Interactive,0,2,0,0,3,,,tbd,,Big Fish Games
Diabolik Lovers: Lunatic Parade,PSV,2016,Adventure,Idea Factory,0,0,3,0,3,,,,,
Battle Arena Toshinden URA,SAT,1995,Fighting,Sega,0,0,3,0,3,,,,,
The Croods: Prehistoric Party!,WiiU,2013,Misc,D3Publisher,1,1,0,0,3,,,,,
Betty Boop's Double Shift,DS,2007,Puzzle,Zoo Digital Publishing,3,0,0,0,3,,,tbd,,DSI Games
Battle vs. Chess,X360,2011,Misc,TopWare Interactive,0,2,0,0,3,,,,,"Targem Games, TopWare Interactive"
Biohazard: Revival Selection,X360,2011,Action,Capcom,0,0,3,0,3,,,,,
Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,2,0,0,0,3,,,7.3,4,Cauldron Ltd.
Labyrinth Cross Blood: Infinity,PSV,2013,Role-Playing,CyberFront,0,0,3,0,3,,,,,
Super Duper Sumos,GBA,N/A,Action,Unknown,2,1,0,0,3,57,5,tbd,,Handheld Games
UK Truck Simulator,PC,2010,Simulation,N/A,0,3,0,0,3,,,,,
CID The Dummy,PSP,2009,Platform,Oxygen Interactive,2,0,0,0,3,41,6,tbd,,Twelve Games
MechAssault: Phantom War,DS,2006,Simulation,Majesco Entertainment,3,0,0,0,3,66,16,4.5,4,Backbone Entertainment
Loading Human,PS4,2016,Adventure,FuRyu Corporation,1,1,0,0,3,,,,,
The Settlers II 10th Anniversary,PC,2006,Action,Ubisoft,0,2,0,0,3,,,,,
The Last Guy,PS3,2009,Action,Sony Computer Entertainment,0,0,3,0,3,77,33,6.9,30,SCE Japan Studio
Disney Sports Soccer,GBA,2002,Sports,Konami Digital Entertainment,2,1,0,0,3,68,5,tbd,,Konami
Kangokutou Mary Skelter,PSV,2016,Role-Playing,Compile Heart,0,0,3,0,3,,,,,
101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent,2,0,0,0,3,41,7,tbd,,Nordcurrent
Akane Iro ni Somaru Saka Parallel,PS2,2008,Adventure,GN Software,0,0,3,0,3,,,,,
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,Alchemist,0,0,3,0,3,,,,,
Monster Hunter Frontier Online: Forward 1,X360,2011,Role-Playing,Capcom,0,0,3,0,3,,,,,
SingStar Chartbreaker,PS3,2009,Misc,Sony Computer Entertainment,0,2,0,1,3,,,,,
Botanicula,PC,2012,Adventure,Daedalic Entertainment,0,2,0,0,3,82,38,8.3,341,Amanita Design
D1 Professional Drift Grand Prix Series,PS2,2005,Racing,Yuke's,1,1,0,0,3,45,14,tbd,,Yuke's
Max Payne,GBA,2003,Shooter,Take-Two Interactive,2,1,0,0,3,78,33,7.8,13,Mobius Entertainment
Timeshock! Pro Pinball,PS,1998,Misc,Empire Interactive,2,1,0,0,3,,,,,
Little Bears,DS,2009,Simulation,RTL,3,0,0,0,3,,,tbd,,B-Alive
Starry ? Sky: In Winter,PSP,2011,Misc,Asgard,0,0,3,0,3,,,,,
Rush Hour,PS,1997,Misc,Psygnosis,2,1,0,0,3,,,,,
Pro Cast Sports Fishing,XB,2003,Sports,Capcom,2,1,0,0,3,49,12,tbd,,Capcom
Gintama: Banji Oku Chuubu!,Wii,2007,Action,Namco Bandai Games,0,0,3,0,3,,,,,
Pro Evolution Soccer 2012,3DS,2011,Action,Konami Digital Entertainment,2,0,0,0,3,,,,,
Saka Agari Hurricane Portable,PSP,2011,Adventure,Alchemist,0,0,3,0,3,,,,,
Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007,Strategy,Konami Digital Entertainment,0,0,3,0,3,,,,,
Rugby League Live,X360,2010,Sports,Home Entertainment Suppliers,0,2,0,0,3,,,,,
Star Trek: Tactical Assault,PSP,2006,Strategy,Ubisoft,2,0,0,0,3,64,15,7.9,10,Quicksilver Software
Cossacks: European Wars,PC,2001,Strategy,Strategy First,0,2,0,0,3,74,16,8.6,60,GSC Game World
Yuusha Shisu.,PSV,2016,Role-Playing,Nippon Ichi Software,0,0,3,0,3,,,,,
MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,2,1,0,0,3,58,4,3.5,4,Nordic Games Publishing
Dakar 2: The World's Ultimate Rally,GC,2003,Racing,Acclaim Entertainment,2,1,0,0,3,,,,,
Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,Capcom,0,0,3,0,3,,,,,
Kisuato,PSV,2015,Adventure,TGL,0,0,3,0,3,,,,,
NBA 2K7,XB,2006,Sports,Take-Two Interactive,2,1,0,0,3,83,8,8.6,5,"Kush Games, Visual Concepts"
Auto Modellista,GC,2003,Racing,Capcom,2,1,0,0,3,62,7,tbd,,Capcom
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011,Misc,Idea Factory,0,0,3,0,3,,,,,
1000 Cooking Recipes from ELLE à table,DS,2010,Misc,Nintendo,0,2,0,0,3,,,,,
Greg Hastings' Tournament Paintball Max'd,GBA,2006,Shooter,Activision,2,1,0,0,3,,,tbd,,"Machineworks Northwest, WXP"
Dave Mirra Freestyle BMX 3,GBA,2002,Sports,Acclaim Entertainment,2,1,0,0,3,78,15,tbd,,Full-Fat
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015,Simulation,FuRyu,0,0,3,0,3,,,,,
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009,Adventure,Creative Core,0,0,3,0,3,,,,,
XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,1,0,1,0,3,43,5,7.4,24,Arc System Works
Eco Creatures: Save The Forest,DS,2007,Adventure,Rising Star Games,3,0,0,0,3,55,13,tbd,,Headlock
Frogger: Ancient Shadow,XB,2005,Platform,Konami Digital Entertainment,2,1,0,0,3,47,11,tbd,,Hudson Soft
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011,Action,Namco Bandai Games,0,0,3,0,3,,,,,
Dragon Tamer: Sound Spirit,DS,2007,Role-Playing,Namco Bandai Games,0,0,3,0,3,,,,,
Dream Girl Premier,3DS,2015,Misc,Alchemist,0,0,3,0,3,,,,,
Kiniro no Corda 2 f Encore,PSP,2009,Role-Playing,Tecmo Koei,0,0,3,0,3,,,,,
La Pucelle: Ragnarok,PSP,2009,Role-Playing,Nippon Ichi Software,0,0,3,0,3,,,,,
Darius II,SAT,1995,Shooter,Taito,0,0,3,0,3,,,,,
Bleach: Soul Carnival 2,PSP,2009,Fighting,Sony Computer Entertainment,0,0,3,0,3,,,,,
ParaParaParadise,PS2,2001,Misc,Konami Digital Entertainment,0,0,3,0,3,,,,,
Warhammer: Mark of Chaos,PC,2006,Strategy,Deep Silver,0,2,0,0,3,73,32,7.4,57,Black Hole Games
Tiger & Bunny: On-Air Jack!,PSP,2012,Action,Namco Bandai Games,0,0,3,0,3,,,,,
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Namco Bandai Games,0,0,3,0,3,,,,,
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Fighting,Banpresto,0,0,3,0,3,,,,,
Warship Gunner 2,PS2,2006,Simulation,Tecmo Koei,1,1,0,0,3,62,13,8.5,11,Micro Cabin
Putty Squad,PSV,2013,Platform,System 3,1,1,0,1,3,,,8.2,6,System 3
Gotcha Force,GC,2003,Shooter,Capcom,1,0,1,0,3,56,24,8.2,17,Capcom
Driver: Parallel Lines,Wii,2007,Racing,Ubisoft,1,1,0,0,3,59,9,6,20,Reflections Interactive
Battlefield Vietnam,PC,2004,Shooter,Electronic Arts,0,2,0,0,3,84,48,7.5,133,Digital Illusions
Rugby League Live,PS3,2010,Sports,Home Entertainment Suppliers,0,2,0,1,3,,,,,
Secret Files 2: Puritas Cordis,Wii,2009,Adventure,Deep Silver,0,2,0,0,3,70,6,tbd,,Deep Silver
The Perfect Golf,PS,1995,Sports,Seta Corporation,0,0,3,0,3,,,,,
Wrestle Kingdom,PS2,2006,Fighting,Yuke's,0,0,3,0,3,,,,,
Demon Driver: Time to Burn Rubber!,GBA,2003,Racing,Ignition Entertainment,2,1,0,0,3,,,,,
Dead Rising 2,PS4,2016,Action,Capcom,1,0,1,0,3,82,4,6.6,8,Blue Castle Games
Mojo!,XB,2003,Puzzle,DreamCatcher Interactive,2,1,0,0,3,,,,,
Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,Funcom,0,2,0,0,3,83,14,8.4,52,Funcom
Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,5pb,0,0,3,0,3,,,,,
Young Justice: Legacy,Wii,2013,Action,Namco Bandai Games,0,3,0,0,3,,,,,Freedom Factory Studios
Steins;Gate 0,PS3,2015,Adventure,5pb,0,0,3,0,3,,,,,
The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015,Action,Activision,0,3,0,0,3,,,8.8,4,"Activision, Behaviour Interactive"
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,Konami Digital Entertainment,0,0,3,0,3,,,,,
Totally Spies! Totally Party,PC,2008,Misc,Ubisoft,0,2,0,0,3,,,,,
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works,0,0,3,0,3,,,,,
Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,Vivendi Games,2,1,0,0,3,75,18,9,9,Eurocom Entertainment Software
Brothers Conflict: Passion Pink,PSP,2012,Action,Idea Factory,0,0,3,0,3,,,,,
Clannad,X360,2008,Adventure,Prototype,0,0,3,0,3,,,,,
Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,Atlus,0,0,3,0,3,,,,,
Jet Grind Radio,GBA,2003,Action,Sega,2,1,0,0,3,74,22,9.3,6,Vicarious Visions
Rugby Challenge 3,PS3,2016,Sports,Alternative Software,0,2,0,0,3,,,tbd,,Wicked Witch Software
Prince of Persia (2008),PC,2008,Action,Ubisoft,0,2,0,0,3,,,,,
My Frogger: Toy Trials,DS,2006,Action,Konami Digital Entertainment,2,0,0,0,3,66,10,tbd,,Konami
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,2009,Action,Russel,0,0,3,0,3,,,,,
Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive,0,2,0,0,3,86,46,9,802,Remedy Entertainment
Magicka,PC,2011,Role-Playing,Paradox Interactive,0,2,0,1,3,74,44,7.6,602,Arrowhead Game Studios
Schlag den Raab,PC,2010,Misc,Namco Bandai Games,0,2,0,0,3,,,,,
Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,"Destination Software, Inc",2,1,0,0,3,76,17,6.5,11,Magic Pockets
The Adventures of Lomax,PS,1996,Platform,Psygnosis,1,1,0,0,3,,,,,
Under the Skin,PS2,2004,Action,Capcom,1,1,0,0,3,55,30,tbd,,Capcom
Emily Archer and the Curse of Tutankhamun,DS,2011,Adventure,Mastertronic,0,2,0,0,3,,,,,Mastertronic
Kabu Trader Shun,DS,2007,Action,Capcom,0,0,3,0,3,,,,,
Hermie Hopperhead: Scrap Panic,PS,1995,Platform,Sony Computer Entertainment,0,0,2,0,3,,,,,
Poy Poy,PS,1997,Action,Konami Digital Entertainment,1,1,0,0,3,,,,,
NHL 07,XB,2006,Sports,Electronic Arts,2,1,0,0,3,75,14,7.7,6,EA Sports
MX vs. ATV Supercross Encore,XOne,2015,Sports,Nordic Games,2,0,0,0,3,45,4,tbd,,Rainbow Studios
AMNESIA World,PSV,2014,Adventure,Idea Factory,0,0,3,0,3,,,,,
DrumMania 7th Mix,PS2,2001,Simulation,Konami Digital Entertainment,0,0,3,0,3,,,,,
Runabout 3: Neo Age,PS2,2002,Racing,BAM! Entertainment,0,0,3,0,3,,,,,
The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,1,1,0,0,3,68,12,7.4,55,Spiders
Resident Evil 5 HD,PS4,2016,Action,Capcom,2,0,0,1,3,,,,,
Aegis of Earth: Protonovus Assault,PSV,2016,Action,PQube,1,1,0,1,3,,,8.3,8,Acquire
Teddy Together,3DS,2016,Simulation,Nintendo,0,2,0,0,3,,,tbd,,Arika
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,Prototype,0,0,3,0,3,,,,,
Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft,0,2,0,0,3,84,30,8.7,104,ArenaNet
NatGeo Challenge! Wild Life,X360,2010,Misc,Black Bean Games,0,2,0,0,3,,,,,
Archer Maclean Presents: Pool Paradise,GC,2004,Sports,Ignition Entertainment,2,1,0,0,3,,,,,
Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,Irem Software Engineering,0,0,3,0,3,,,,,
Battlezone,PSP,2006,Shooter,Atari,2,0,0,0,3,57,13,tbd,,Paradigm Entertainment
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007,Sports,Marvelous Interactive,0,0,3,0,3,,,,,
Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts,0,0,3,0,3,63,29,6.1,34,Electronic Arts
Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,0,0,3,0,3,,,,,
Nanotek Warrior,PS,1997,Shooter,Virgin Interactive,1,1,0,0,3,,,,,
Galileo,DS,2008,Adventure,D3Publisher,0,0,3,0,3,,,,,
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games,0,0,3,0,3,,,,,
Cake Mania: Baker's Challenge,PS2,2008,Puzzle,Destineer,1,1,0,0,3,,,tbd,,Sandlot Games
Super Monkey Ball Adventure,PS2,2006,Platform,Sega,1,1,0,0,3,53,32,6.7,10,TT Games
Captain Tsubasa J: The Way to World Youth,SNES,1995,Sports,Namco Bandai Games,0,0,3,0,3,,,,,
Madden NFL 07,GBA,2006,Sports,Electronic Arts,2,1,0,0,3,68,4,9.3,4,Exient Entertainment
One Piece: Daikaizoku Coliseum,3DS,2016,Fighting,Namco Bandai Games,0,0,3,0,3,,,,,
Renegade Racers,PS,1999,Racing,Interplay,1,1,0,0,3,,,,,
The Legend of Korra (3DS),3DS,2014,Strategy,Activision,2,0,0,0,3,,,,,
MySims,PC,2008,Simulation,Electronic Arts,0,2,0,0,3,70,12,6.4,8,EA Redwood Shores
The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,1,1,0,0,3,74,9,7.3,24,Maxis
AniMates!,DS,2007,Simulation,Lexicon Entertainment,2,0,0,0,3,33,4,2.5,4,Dreamcatcher
Franklin the Turtle,GBA,2005,Misc,Game Factory,2,1,0,0,3,,,,,
Senran Kagura: Bon Appétit!,PSV,2014,Misc,Marvelous Entertainment,0,0,3,0,3,,,,,
Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,LucasArts,0,2,0,0,3,46,9,4.7,46,"LucasArts, Krome Studios"
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0,2,0,0,3,59,4,6.6,19,"Activision, Behaviour Interactive"
My Ballet Studio,Wii,2009,Simulation,505 Games,2,0,0,0,3,,,tbd,,505 Games
Backyard NFL Football,Wii,2007,Sports,Atari,2,0,0,0,3,,,,,
Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,2,0,0,0,3,57,11,7.8,9,Acquire
Gauntlet / Rampart,GBA,2005,Misc,Zoo Digital Publishing,2,1,0,0,3,,,tbd,,EC Interactive Games
Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive,0,2,0,0,3,72,11,7.5,257,"Mad Doc Software, Rockstar Vancouver"
River King: Wonderful Journey,PS2,2005,Sports,505 Games,1,1,0,0,3,,,,,
Sengoku Otome: Legend Battle,PSV,2016,Action,Unknown,0,0,3,0,3,,,,,
RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003,Strategy,Atari,0,2,0,0,3,,,3.2,26,"Frontier Developments, Various"
Justice League Heroes: The Flash,GBA,2006,Action,Eidos Interactive,2,1,0,0,3,72,8,7.4,7,WayForward
Pop Cutie! Street Fashion Simulation (JP sales),DS,2008,Simulation,Tecmo Koei,0,0,3,0,3,,,,,
Harvest Moon: Skytree Village,3DS,2016,Simulation,Natsume,2,0,0,0,3,,,7.4,7,Natsume
Age of Empires III: Gold Edition,PC,2007,Strategy,Microsoft Game Studios,0,2,0,0,3,,,7.8,6,Ensemble Studios
Bae Yong-joon to Manabu Kankokugo DS,DS,2009,Misc,D3Publisher,0,0,3,0,3,,,,,
World War II Combat: Road To Berlin,XB,2006,Shooter,Groove Games,2,1,0,0,3,,,1.2,5,Direct Action Games
Metal Saga,PS2,2005,Role-Playing,Success,1,1,0,0,3,62,26,7.3,9,Crea-Tech
Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0,2,0,1,3,72,4,8.3,15,Larian Studios
CID The Dummy,Wii,2009,Platform,Oxygen Interactive,2,0,0,0,3,31,7,tbd,,Twelve Games
Battlefield 2142,PC,2006,Shooter,Electronic Arts,0,2,0,0,3,80,48,6.8,326,EA DICE
Imagine: Sweet 16,DS,2010,Simulation,Ubisoft,2,0,0,0,3,,,tbd,,Longtail Studios
Last Escort 2: Shinya no Amai Toge,PS2,2008,Adventure,D3Publisher,0,0,3,0,3,,,,,
Pop'n Music 13 Carnival,PS2,2006,Simulation,Konami Digital Entertainment,0,0,3,0,3,,,,,
Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0,2,0,1,3,65,5,6.4,24,Games Farm
Bookworm,GBA,2004,Puzzle,Unknown,2,1,0,0,3,62,5,,,PopCap
Monster Mayhem: Build and Battle,Wii,2009,Simulation,Zushi Games,2,0,0,0,3,,,tbd,,Brain Toys
Tokushu Houdoubu,PSV,2012,Adventure,Nippon Ichi Software,0,0,3,0,3,,,,,
My DoItAll,DS,2009,Misc,Tomy Corporation,2,0,0,0,3,60,4,tbd,,Tomy Corporation
Shakugan no Shana,PS2,2006,Adventure,Media Works,0,0,3,0,3,,,,,
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,2008,Action,Spike,0,0,3,0,3,,,,,
Lost Planet 2,PC,2010,Shooter,Capcom,0,2,0,0,3,63,15,6.3,87,Capcom
Kawasaki Snowmobiles,Wii,2008,Racing,Metro 3D,2,0,0,0,3,,,2,6,Data Design Interactive
X3: Terran Conflict,PC,2008,Simulation,Deep Silver,0,2,0,0,3,73,16,7.9,222,Egosoft
The King of Fighters: Maximum Impact - Maniax,XB,N/A,Fighting,Unknown,2,1,0,0,3,,,,,
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,Adventure,Idea Factory,0,0,3,0,3,,,,,
HotBrain,PSP,2007,Puzzle,Midway Games,2,0,0,0,3,,,,,
Hankou Shashin,SAT,1996,Adventure,Imagineer,0,0,3,0,3,,,,,
Little Busters! Converted Edition,PSV,2012,Action,Prototype,0,0,3,0,3,,,,,
Open Season,PS2,2006,Platform,Ubisoft,1,1,0,0,3,57,6,tbd,,Ubisoft
Pro Yakyuu Family Stadium,Wii,2008,Sports,Namco Bandai Games,0,0,3,0,3,,,,,
Marker Man Adventures,DS,2009,Platform,Majesco Entertainment,2,0,0,0,3,,,tbd,,Glyphic Entertainment
Monster Hunter Frontier Online: Forward 2,X360,2011,Role-Playing,Capcom,0,0,3,0,3,,,,,
Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,1,1,0,0,3,67,17,6.2,12,Microids
Moyashimon DS,DS,2009,Action,Takara Tomy,0,0,3,0,3,,,,,
Ocean Commander,Wii,2009,Simulation,Valcon Games,2,0,0,0,3,,,tbd,,Cyber Planet
Let's Play Ballerina,Wii,2010,Sports,Deep Silver,2,0,0,0,3,,,tbd,,ZigZagIsland
Atari Flashback Classics: Volume 1,PS4,2016,Misc,Atari,2,0,0,0,3,,,tbd,,"Atari, Atari SA"
A Ressha de Gyoukou 2001,PS2,2001,Simulation,ArtDink,0,0,3,0,3,,,,,
Starry ? Sky: In Autumn,PSP,2010,Misc,Asgard,0,0,3,0,3,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016,Misc,Namco Bandai Games,0,0,3,0,3,,,,,
Pitball,PS,1996,Sports,Time Warner Interactive,1,1,0,0,3,,,,,
D.C. III: Da Capo III,PSP,2013,Adventure,Kadokawa Games,0,0,3,0,3,,,,,
Combat Wings: The Great Battles of WWII,Wii,N/A,Simulation,City Interactive,2,0,0,0,3,,,,,City Interactive
Judge Dredd: Dredd Vs Death,PS2,2003,Shooter,BAM! Entertainment,1,1,0,0,3,52,13,5.3,9,Rebellion
Ducati Moto,DS,2008,Racing,Vir2L Studios,2,0,0,0,3,69,4,tbd,,4J Studios
Drome Racers,GBA,2003,Racing,THQ,2,1,0,0,3,73,9,tbd,,Mobius Entertainment
SWAT 4,PC,2005,Shooter,Vivendi Games,0,2,0,0,3,85,49,8.6,224,Irrational Games
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,Idea Factory,0,0,3,0,3,,,,,
Heroes of Hellas 2: Olympia,DS,2012,Puzzle,Unknown,0,2,0,0,3,,,,,
X-Men Origins: Wolverine - Uncaged Edition,PC,2009,Action,Activision,2,0,0,0,3,,,,,
Battlefield 1942,PC,2002,Shooter,Electronic Arts,1,1,0,0,3,89,27,8.6,327,Digital Illusions
Tenkaichi * Sengoku Lovers,DS,2010,Adventure,Rocket Company,0,0,3,0,3,,,,,
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,Paon Corporation,0,0,3,0,3,,,,,
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007,Misc,Sega,0,0,3,0,3,,,,,
